FCID	Date	Machine	Read Type	Path
H5F3NBCXX	04-15-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-15-2016_HiSeq_ChIP_flowcellA_H5F3NBCXX_PE_Rapid.txt
AAAJMNVM5	04-05-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/04-05-2020_NextSeq2000_flowcell_AAAJMNVM5_PE_P2.txt
C69UBACXX	03-12-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-12-2015_HiSeq_Fish_flowcellB_C69UBACXX_PE.txt
HLFMJBCXX	09-27-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-27-2018_HiSeq_ChIP_flowcellA_HLFMJBCXX_PE_Rapid.txt
H0Y7KACXX	07-24-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-24-2013_HiSeq_ChIP_flowcellA_H0Y7KACXX_SR_Rapid.txt
HWYWHBCXX	08-01-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-01-2016_HiSeq_ChIP_flowcellA_HWYWHBCXX_PE_Rapid.txt
H5M3JBCXX	02-06-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-06-2017_HiSeq_ChIP_flowcellA_H5M3JBCXX_SR_Rapid.txt
C21B1CXX	04-23-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-23-2013_HiSeq_Fish_flowcellA_C21B1CXX_SR.txt
D16UWACXX	10-17-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-17-2012_HiSeq_Fish_flowcellA_D16UWACXX_SR.txt
HGYL2BCXX	12-03-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-03-2015_HiSeq_ChIP_flowcellA_HGYL2BCXX_PE_Rapid.txt
H0APEACXX	02-28-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-28-2013_HiSeq_ChIP_flowcellA_H0APEACXX_PE_Rapid.txt
HA5E2ADXX	08-14-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-14-2014_HiSeq_ChIP_flowcellA_HA5E2ADXX_PE_Rapid.txt
HHVHGBBXX	05-10-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-10-2017_HiSeq_DIP_flowcellA_HHVHGBBXX_SR.txt
H9HF5ADXX	05-06-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-06-2014_HiSeq_ChIP_flowcellB_H9HF5ADXX_SR_Rapid.txt
H3TJVBBXX	02-26-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-26-2016_HiSeq_DIP_flowcellA_H3TJVBBXX_PE.txt
HJG7GBCXX	07-26-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-26-2018_HiSeq_ChIP_flowcellA_HJG7GBCXX_PE_Rapid.txt
HKLCGBCXX	08-16-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-16-2018_HiSeq_ChIP_flowcellB_HKLCGBCXX_PE_Rapid.txt
HMJVMBCXX	06-22-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-22-2017_HiSeq_ChIP_flowcellA_HMJVMBCXX_PE_Rapid.txt
H5G7TBCXX	10-31-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-31-2016_HiSeq_ChIP_flowcellA_H5G7TBCXX_PE_Rapid.txt
HYVT5BCXX	10-13-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-13-2016_HiSeq_ChIP_flowcellA_HYVT5BCXX_PE_Rapid.txt
H0GFDACXX	05-01-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-01-2013_HiSeq_ChIP_flowcellA_H0GFDACXX_SR_Rapid.txt
H95YEADXX	03-27-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-27-2014_HiSeq_ChIP_flowcellB_H95YEADXX_PE_Rapid.txt
H35N7BCXX	10-17-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-17-2016_HiSeq_ChIP_flowcellA_H35N7BCXX_PE_Rapid.txt
HFHVVBBXX	10-05-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-05-2016_HiSeq_DIP_flowcellA_HFHVVBBXX_PE.txt
81K11ABXX	03-17-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-17-2011_HiSeq_flowcellA_81K11ABXX_SR.txt
3WGGAAXX	02-24-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-24-2009_Peter_flowcell_3WGGAAXX_SR.txt
HHJKVBCXX	04-26-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-26-2018_HiSeq_ChIP_flowcellB_HHJKVBCXX_PE_Rapid.txt
B058HABXX	05-02-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-02-2011_HiSeq_flowcellB_B058HABXX_PE.txt
HN7YNBCXY	03-27-2019	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-27-2019_HiSeq_ChIP_flowcellA_HN7YNBCXY_SR_Rapid.txt
D0J9YACXX	02-29-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-29-2012_HiSeq_ChIP_flowcellB_D0J9YACXX_SR.txt
2097JABXX	09-01-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-01-2010_HiSeq_flowcellB_2097JABXX_SR.txt
610BCAAXX	12-23-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-23-2009_Peter_flowcell_610BCAAXX_SR.txt
HC35LBCXX	03-13-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-13-2018_HiSeq_ChIP_flowcellA_HC35LBCXX_PE_Rapid.txt
D29N9ACXX	07-30-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-30-2013_HiSeq_Fish_flowcellA_D29N9ACXX_SR.txt
H0GFNACXX	05-30-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-30-2013_HiSeq_ChIP_flowcellA_H0GFNACXX_SR_Rapid.txt
61GGTAAXX	03-03-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-03-2010_Sarah_flowcell_61GGTAAXX_SR.txt
HJMT3ADXX	02-25-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-25-2015_HiSeq_ChIP_flowcellB_HJMT3ADXX_SR_Rapid.txt
HHM2FBCXX	01-22-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-22-2016_HiSeq_ChIP_flowcellA_HHM2FBCXX_PE_Rapid.txt
HLFLWBCXX	09-13-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-13-2018_HiSeq_ChIP_flowcellB_HLFLWBCXX_PE_Rapid.txt
HFH5CBCXX	03-02-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-02-2017_HiSeq_ChIP_flowcellA_HFH5CBCXX_PE_Rapid.txt
61MW4AAXX	05-16-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-16-2010_Sarah_flowcell_61MW4AAXX_SR.txt
HHKKMBCXX	05-08-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-08-2018_HiSeq_ChIP_flowcellA_HHKKMBCXX_PE_Rapid.txt
H101VACXX	06-07-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-07-2013_HiSeq_ChIP_flowcellB_H101VACXX_PE_Rapid.txt
HTKKFCBX2	12-20-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-20-2018_HiSeq_ChIP_flowcellB_HTKKFCBX2_PE_Rapid.txt
H8ETVADXX	02-04-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-04-2014_HiSeq_ChIP_flowcellA_H8ETVADXX_PE_Rapid.txt
C0R04ACXX	05-23-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-23-2012_HiSeq_Fish_flowcellB_C0R04ACXX_SR.txt
D1R28ACXX	01-28-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-28-2013_HiSeq_ChIP_flowcellB_D1R28ACXX_PE.txt
HFFF2BBXX	07-06-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-06-2016_HiSeq_DIP_flowcellB_HFFF2BBXX_PE.txt
630EFAAXX	12-08-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-08-2010_Sarah_flowcell_630EFAAXX_SR.txt
H0KCMACXX	06-06-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-06-2013_HiSeq_ChIP_flowcellA_H0KCMACXX_SR_Rapid.txt
HTFYCADXX	07-01-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-01-2015_HiSeq_ChIP_flowcellA_HTFYCADXX_PE_Rapid.txt
80MFDABXX	12-03-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-03-2010_HiSeq_flowcellB_80MFDABXX_SR.txt
H0Y6MACXX	07-18-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-18-2013_HiSeq_ChIP_flowcellA_H0Y6MACXX_SR_Rapid.txt
HLCT3BCXX	06-15-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-15-2017_HiSeq_ChIP_flowcellA_HLCT3BCXX_PE_Rapid.txt
42UM0AAXX	09-03-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-03-2009_Peter_flowcell_42UM0AAXX_SR.txt
431TAAAXX	11-04-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-04-2009_Sarah_flowcell_431TAAAXX_SR.txt
D0U19ACXX	04-02-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-02-2012_HiSeq_Fish_flowcellA_D0U19ACXX_SR.txt
H7ANVADXX	10-07-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-07-2013_HiSeq_ChIP_flowcellA_H7ANVADXX_PE_Rapid.txt
HMY5CBX2	11-09-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-09-2018_HiSeq_ChIP_flowcellA_HMY5CBX2_PE_Rapid.txt
C50R1ACXX	09-23-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-23-2014_HiSeq_Fish_flowcellA_C50R1ACXX_SR.txt
HGFYKBCXX	04-12-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-12-2018_HiSeq_ChIP_flowcellB_HGFYKBCXX_PE_Rapid.txt
HH3WCBCXY	09-06-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-06-2018_HiSeq_ChIP_flowcellA_HH3WCBCXY_SR_Rapid.txt
42A7FAAXX	06-08-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-08-2009_Peter_flowcell_42A7FAAXX_SR.txt
628R6AAXX	08-18-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-18-2010_Peter_flowcell_628R6AAXX_SR.txt
617HWAAXX	03-16-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-16-2010_Peter_flowcell_617HWAAXX_SR.txt
ACXX	09-30-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-30-2014_HiSeq_Fish_flowcellB_ACXX_PE.txt
H2FJBBCXX	08-30-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-30-2018_HiSeq_ChIP_flowcellA_H2FJBBCXX_PE_Rapid.txt
H0KF3ACXX	06-17-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-17-2013_HiSeq_ChIP_flowcellB_H0KF3ACXX_SR_Rapid.txt
H53JLBCXX	11-01-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-01-2016_HiSeq_ChIP_flowcellB_H53JLBCXX_PE_Rapid.txt
HJMV2ADXX	02-23-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-23-2015_HiSeq_ChIP_flowcellA_HJMV2ADXX_SR_Rapid.txt
HFTM7BCXX	04-05-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-05-2017_HiSeq_ChIP_flowcellA_HFTM7BCXX_PE_Rapid.txt
D0BYBACXX	12-10-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-10-2012_HiSeq_ChIP_flowcellB_D0BYBACXX_PE.txt
61GGAAAXX	04-09-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-09-2010_Peter_flowcell_61GGAAAXX_SR.txt
HH7HVCBX2	07-20-2020	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-20-2020_HiSeq_ChIP_flowcellA_HH7HVCBX2_PE_Rapid.txt
HKNLHAFX2	01-06-2021	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/01-06-2021_NextSeq550_flowcell_HKNLHAFX2_PE_MidOutput.txt
HHTT5BCXX	01-14-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-14-2016_HiSeq_ChIP_flowcellA_HHTT5BCXX_PE_Rapid.txt
80AV0ABXX	12-15-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-15-2010_HiSeq_flowcellB_80AV0ABXX_SR.txt
C2FTMACXX	09-05-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-05-2013_HiSeq_Fish_flowcellB_C2FTMACXX_SR.txt
D0JCEACXX	03-11-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-11-2013_HiSeq_ChIP_flowcellA_D0JCEACXX_SR.txt
436L2AAXX	01-07-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-07-2010_Peter_flowcell_436L2AAXX_SR.txt
C20Y7ACXX	04-11-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-11-2013_HiSeq_ChIP_flowcellB_C20Y7ACXX_SR.txt
42B55AAXX	05-28-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-28-2009_Peter_flowcell_42B55AAXX_SR.txt
H5NMLBCX2	02-26-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-26-2018_HiSeq_ChIP_flowcellA_H5NMLBCX2_PE_Rapid.txt
HN2GFBCXX	07-19-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-19-2016_HiSeq_ChIP_flowcellB_HN2GFBCXX_PE_Rapid.txt
42FEVAAXX	07-02-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-02-2009_Sarah_flowcell_42FEVAAXX_SR.txt
61MTVAAXX	04-23-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-23-2010_Peter_flowcell_61MTVAAXX_SR.txt
H7JG4ADXX	11-22-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-22-2013_HiSeq_ChIP_flowcellA_H7JG4ADXX_PE_Rapid.txt
8122GABXX	01-06-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-06-2011_HiSeq_flowcellB_8122GABXX_SR.txt
H86M2ADXX	03-07-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-07-2014_HiSeq_ChIP_flowcellB_H86M2ADXX_SR_Rapid.txt
D07MAACXX	10-19-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-19-2011_HiSeq_flowcellA_D07MAACXX_SR.txt
HH7C7BBXX	04-11-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-11-2017_HiSeq_DIP_flowcellA_HH7C7BBXX_SR.txt
H9N2GADXX	05-16-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-16-2014_HiSeq_ChIP_flowcellA_H9N2GADXX_PE_Rapid.txt
C5V65ACXX	12-04-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-04-2014_HiSeq_Fish_flowcellB_C5V65ACXX_PE.txt
H9KY6ADXX	07-15-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-15-2014_HiSeq_ChIP_flowcellA_H9KY6ADXX_SR_Rapid.txt
622MCAAXX	06-23-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-23-2010_Sarah_flowcell_622MCAAXX_SR.txt
D0C9YABXX	08-30-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-30-2011_HiSeq_flowcellB_D0C9YABXX_SR.txt
HKHVHBCXX	05-17-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-17-2016_HiSeq_ChIP_flowcellB_HKHVHBCXX_SR_Rapid.txt
H92BNADXX	04-12-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-12-2014_HiSeq_ChIP_flowcellA_H92BNADXX_SR_Rapid.txt
42VL3AAXX	09-15-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-15-2009_Sarah_flowcell_42VL3AAXX_SR.txt
H3NFLBCXX	10-19-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-19-2016_HiSeq_ChIP_flowcellA_H3NFLBCXX_PE_Rapid.txt
D1BBAACXX	03-05-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-05-2013_HiSeq_Fish_flowcellA_D1BBAACXX_SR.txt
D19T1ACXX	11-30-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-30-2012_HiSeq_Chip_flowcellB_D19T1ACXX_SR.txt
D29R1ACXX	08-07-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-07-2013_HiSeq_Fish_flowcellB_D29R1ACXX_SR.txt
8152MAAXX	01-05-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-05-2011_HiSeq_flowcellB_8152MAAXX_PE.txt
435EAAAXX	08-05-2010	N/A	PE	/mnt/tscc/bil022/RenSix/txt/08-05-2010_Sarah_PE_flowcell_435EAAAXX_PE.txt
HMMNJADXX	06-22-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-22-2015_HiSeq_ChIP_flowcellB_HMMNJADXX_PE_Rapid.txt
C045VABXX	08-10-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-10-2011_HiSeq_flowcellA_C045VABXX_SR.txt
205LABXX	07-26-2010	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-26-2010_HiSeq_PE_flowcell_205LABXX_PE_Training.txt
HFNYVADXX	12-22-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-22-2014_HiSeq_ChIP_flowcellA_HFNYVADXX_SR_Rapid.txt
HJHCLADXX	05-22-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-22-2015_HiSeq_ChIP_flowcellB_HJHCLADXX_SR_Rapid.txt
2009EABXX	09-16-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-16-2010_HiSeq_flowcellA_2009EABXX_SR.txt
70M4RAAXX	06-06-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-06-2011_Sarah_flowcell_70M4RAAXX_SR.txt
70AF1AAXX	09-27-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-27-2011_Sarah_flowcell_70AF1AAXX_SR.txt
HCGCFBBXX	08-03-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-03-2016_HiSeq_DIP_flowcellB_HCGCFBBXX_PE.txt
HGCT5BCXX	04-14-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-14-2017_HiSeq_ChIP_flowcellA_HGCT5BCXX_PE_Rapid.txt
62277AAXX	06-16-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-16-2010_Sarah_flowcell_62277AAXX_SR.txt
ACXX	04-07-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-07-2014_HiSeq_Fish_flowcellA_ACXX_SR.txt
C5K07ACXX	09-30-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-30-2014_HiSeq_Fish_flowcellB_C5K07ACXX_PE.txt
HJ53KBCXX	05-22-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-22-2018_HiSeq_ChIP_flowcellB_HJ53KBCXX_PE_Rapid.txt
H5VJ7BBXX	04-27-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-27-2016_HiSeq_DIP_flowcellA_H5VJ7BBXX_SR.txt
C5P0PACXX	10-16-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-16-2014_HiSeq_Fish_flowcellA_C5P0PACXX_PE.txt
2099LABXX	08-31-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-31-2010_HiSeq_flowcellA_2099LABXX_SR.txt
435UTAAXX	12-22-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-22-2009_Sarah_flowcell_435UTAAXX_SR.txt
81F32ABXX	03-23-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-23-2011_HiSeq_flowcellB_81F32ABXX_PE.txt
61GG4AAXX	03-24-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-24-2010_Sarah_flowcell_61GG4AAXX_SR.txt
43177AAXX	10-15-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-15-2009_Sarah_flowcell_43177AAXX_SR.txt
H5VL5BBXX	02-23-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-23-2016_HiSeq_Dip_flowcellA_H5VL5BBXX_SR.txt
42VKNAAXX	09-22-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-22-2009_Peter_flowcell_42VKNAAXX_SR.txt
61MY7AAXX	05-10-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-10-2010_Peter_flowcell_61MY7AAXX_SR.txt
H9VB1ADXX	07-01-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-01-2014_HiSeq_ChIP_flowcellA_H9VB1ADXX_PE_Rapid.txt
301PHAAXX	05-04-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-04-2009_Sarah_flowcell_301PHAAXX_SR.txt
H5MM3BCXX	10-26-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-26-2016_HiSeq_ChIP_flowcellB_H5MM3BCXX_PE_Rapid.txt
HF2CYBBXX	06-13-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-13-2016_HiSeq_DIP_flowcellB_HF2CYBBXX_PE.txt
HF3N2BCXX	01-19-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-19-2017_HiSeq_ChIP_flowcellA_HF3N2BCXX_PE_Rapid.txt
42ATEAAXX	06-26-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-26-2009_Peter_flowcell_42ATEAAXX_SR.txt
C5R6GACXX	01-20-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-20-2015_HiSeq_Fish_flowcellB_C5R6GACXX_SR.txt
HJTJVBCXX	02-17-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-17-2016_HiSeq_ChIP_flowcellB_HJTJVBCXX_SR_Rapid.txt
HVYGKCBX2	04-11-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-11-2019_HiSeq_ChIP_flowcellA_HVYGKCBX2_PE_Rapid.txt
H0Y56ADXX	08-14-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-14-2013_HiSeq_ChIP_flowcellA_H0Y56ADXX_SR_Rapid.txt
HCTVYBBXX	10-09-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-09-2015_HiSeq_ChIP_flowcellB_HCTVYBBXX_PE_Rapid.txt
HCTYMCBX2	02-19-2020	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-19-2020_HiSeq_ChIP_flowcellB_HCTYMCBX2_PE_Rapid.txt
HJF2HADXX	08-06-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-06-2015_HiSeq_ChIP_flowcellB_HJF2HADXX_SR_Rapid.txt
42LVNAAXX	09-29-2009	N/A	PE	/mnt/tscc/bil022/RenSix/txt/09-29-2009_Peter_PE_flowcell_42LVNAAXX_PE.txt
HCHCVBCXX	12-08-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-08-2016_HiSeq_ChIP_flowcellB_HCHCVBCXX_PE_Rapid.txt
HMJT3ADXX	06-02-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-02-2015_HiSeq_ChIP_flowcellB_HMJT3ADXX_SR_Rapid.txt
313AEAAXX	04-29-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-29-2009_Sarah_flowcell_313AEAAXX_SR.txt
HJTLMBBXX	06-01-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-01-2017_HiSeq_DIP_flowcellB_HJTLMBBXX_SR.txt
HNJGFBCXX	07-27-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-27-2017_HiSeq_ChIP_flowcellA_HNJGFBCXX_PE_Rapid.txt
209CJABXX	09-19-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-19-2010_HiSeq_flowcellB_209CJABXX_SR.txt
H8P27ADXX	04-08-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-08-2014_HiSeq_ChIP_flowcellB_H8P27ADXX_SR_Rapid.txt
C6MKUACXX	06-17-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-17-2015_HiSeq_Fish_flowcellB_C6MKUACXX_SR.txt
61L34AAXX	11-12-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-12-2010_Sarah_flowcell_61L34AAXX_SR.txt
H3K2LBBXX	11-05-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-05-2015_HiSeq_Dip_flowcellB_H3K2LBBXX_SR.txt
C00HVABXX	05-19-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-19-2011_HiSeq_flowcellA_C00HVABXX_PE.txt
61GFUAAXX	03-09-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-09-2010_Peter_flowcell_61GFUAAXX_SR.txt
HKL7VBCXX	08-07-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-07-2018_HiSeq_ChIP_flowcellB_HKL7VBCXX_PE_Rapid.txt
433W1AAXX	06-29-2010	N/A	PE	/mnt/tscc/bil022/RenSix/txt/06-29-2010_Sarah_flowcell_433W1AAXX_PE.txt
AAAKTWNM5	08-12-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/08-12-2020_NextSeq2000_flowcell_AAAKTWNM5_PE_P2.txt
C25TMACXX	10-10-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-10-2013_HiSeq_Fish_flowcellB_C25TMACXX_PE.txt
HJLH3AFX2	11-17-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/11-17-2020_NextSeq550_flowcell_HJLH3AFX2_PE_MidOutput.txt
C0KFAACXX	03-21-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-21-2012_HiSeq_Fish_flowcellA_C0KFAACXX_SR.txt
D2H60ACXX	01-15-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-15-2013_HiSeq_Fish_flowcellB_D2H60ACXX_SR.txt
H7KE5ADXX	10-25-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-25-2013_HiSeq_ChIP_flowcellA_H7KE5ADXX_SR_Rapid.txt
H5VJFBBXX	03-21-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-21-2016_HiSeq_Dip_flowcellA_H5VJFBBXX_SR.txt
